accession	class	platform	truth_bp	rung_every_nth	mode	seed	target_reads_requested	query_reads_requested	estimate_bp	estimate_over_truth	iqr_low_bp	iqr_high_bp	normalization_engaged	skew_score	skew_verdict	detection_sample_reads	profile_median_depth	retained_reads	total_reads	queries_without_overlaps_pct	small_pool_warning	elapsed	max_rss_kb	exit_status	run_dir
SRR12247681	control	OXFORD_NANOPORE	5067008	130	never	4556	750	375	20593	0.004	18240	55780	no	NA	NA	NA	NA	NA	2427	32.27	no	0:01.19	54036	0	runs_deep/SRR12247681/n130.never.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	130	auto	7	750	375	3264327	0.644	154710	3940000	yes	75.00	detected	500	1	1387	2427	31.47	no	0:00.30	102708	0	runs_deep/SRR12247681/n130.auto.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	130	auto	42	750	375	3268643	0.645	163320	4030000	yes	89.00	detected	500	1	1379	2427	39.47	no	0:00.30	94436	0	runs_deep/SRR12247681/n130.auto.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	130	auto	4556	750	375	3182535	0.628	150230	4060000	yes	72.00	detected	500	1	1383	2427	37.07	no	0:00.29	95744	0	runs_deep/SRR12247681/n130.auto.s4556
SRR12247681	control	OXFORD_NANOPORE	5067008	130	always	7	750	375	3264327	0.644	154710	3940000	yes	NA	not reported	500	1	1387	2427	31.47	no	0:00.44	106472	0	runs_deep/SRR12247681/n130.always.s7
SRR12247681	control	OXFORD_NANOPORE	5067008	130	always	42	750	375	3268643	0.645	163320	4030000	yes	NA	not reported	500	1	1379	2427	39.47	no	0:00.29	95192	0	runs_deep/SRR12247681/n130.always.s42
SRR12247681	control	OXFORD_NANOPORE	5067008	130	always	4556	750	375	3182535	0.628	150230	4060000	yes	NA	not reported	500	1	1383	2427	37.07	no	0:00.29	96328	0	runs_deep/SRR12247681/n130.always.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	never	7	1500	750	510686	0.225	39560	1680000	no	NA	NA	NA	NA	NA	7473	0.13	no	0:04.00	394464	0	runs/SRR26715166/n1.never.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	never	42	1500	750	720507	0.317	40520	2320000	no	NA	NA	NA	NA	NA	7473	NA	no	0:03.84	401448	0	runs/SRR26715166/n1.never.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	never	4556	1500	750	552363	0.243	45200	2170000	no	NA	NA	NA	NA	NA	7473	NA	no	0:03.95	448264	0	runs/SRR26715166/n1.never.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	auto	7	1500	750	1950804	0.859	428930	2470000	yes	79.00	detected	500	3	3784	7473	NA	no	0:02.67	381816	0	runs/SRR26715166/n1.auto.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	auto	42	1500	750	1881681	0.828	462510	2360000	yes	81.00	detected	500	3	3731	7473	NA	no	0:02.73	406808	0	runs/SRR26715166/n1.auto.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	auto	4556	1500	750	1938915	0.854	504590	2350000	yes	64.00	detected	500	3	3755	7473	NA	no	0:02.68	407200	0	runs/SRR26715166/n1.auto.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	always	7	1500	750	1950804	0.859	428930	2470000	yes	NA	not reported	500	3	3784	7473	NA	no	0:02.72	387288	0	runs/SRR26715166/n1.always.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	always	42	1500	750	1881681	0.828	462510	2360000	yes	NA	not reported	500	3	3731	7473	NA	no	0:02.79	404972	0	runs/SRR26715166/n1.always.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	1	always	4556	1500	750	1938915	0.854	504590	2350000	yes	NA	not reported	500	3	3755	7473	NA	no	0:02.63	367584	0	runs/SRR26715166/n1.always.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	never	7	1500	750	413650	0.182	42820	2000000	no	NA	NA	NA	NA	NA	3737	NA	no	0:03.35	429704	0	runs/SRR26715166/n2.never.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	never	42	1500	750	497009	0.219	39770	2110000	no	NA	NA	NA	NA	NA	3737	0.13	no	0:03.10	382284	0	runs/SRR26715166/n2.never.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	never	4556	1500	750	417553	0.184	41130	2360000	no	NA	NA	NA	NA	NA	3737	0.27	no	0:03.29	427252	0	runs/SRR26715166/n2.never.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	auto	7	1500	750	1923993	0.847	410780	2420000	yes	75.00	detected	500	2	2103	3737	0.13	yes	0:01.53	378632	0	runs/SRR26715166/n2.auto.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	auto	42	1500	750	2026405	0.892	397170	2500000	yes	78.00	detected	500	2	2103	3737	NA	yes	0:01.55	383344	0	runs/SRR26715166/n2.auto.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	auto	4556	1500	750	1997497	0.879	473210	2550000	yes	81.00	detected	500	2	2073	3737	NA	yes	0:01.55	377632	0	runs/SRR26715166/n2.auto.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	always	7	1500	750	1923993	0.847	410780	2420000	yes	NA	not reported	500	2	2103	3737	0.13	yes	0:01.54	369920	0	runs/SRR26715166/n2.always.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	always	42	1500	750	2026405	0.892	397170	2500000	yes	NA	not reported	500	2	2103	3737	NA	yes	0:01.51	388352	0	runs/SRR26715166/n2.always.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	2	always	4556	1500	750	1997497	0.879	473210	2550000	yes	NA	not reported	500	2	2073	3737	NA	yes	0:01.46	378372	0	runs/SRR26715166/n2.always.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	never	7	750	375	486625	0.214	41060	1890000	no	NA	NA	NA	NA	NA	2491	2.93	no	0:01.16	175436	0	runs_deep/SRR26715166/n3.never.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	never	42	750	375	463178	0.204	39570	1990000	no	NA	NA	NA	NA	NA	2491	0.80	no	0:01.21	170076	0	runs_deep/SRR26715166/n3.never.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	never	4556	750	375	393063	0.173	39080	1670000	no	NA	NA	NA	NA	NA	2491	2.13	no	0:01.25	174672	0	runs_deep/SRR26715166/n3.never.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	auto	7	750	375	1720342	0.757	469550	2400000	yes	80.00	detected	500	1	1182	2491	0.53	no	0:00.83	223284	0	runs_deep/SRR26715166/n3.auto.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	auto	42	750	375	1891895	0.833	464310	2530000	yes	75.00	detected	500	1	1175	2491	0.80	no	0:00.82	204040	0	runs_deep/SRR26715166/n3.auto.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	auto	4556	750	375	2145042	0.944	442880	2620000	yes	79.00	detected	500	1	1200	2491	0.53	no	0:00.79	233100	0	runs_deep/SRR26715166/n3.auto.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	always	7	750	375	1720342	0.757	469550	2400000	yes	NA	not reported	500	1	1182	2491	0.53	no	0:00.86	224648	0	runs_deep/SRR26715166/n3.always.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	always	42	750	375	1891895	0.833	464310	2530000	yes	NA	not reported	500	1	1175	2491	0.80	no	0:00.83	217256	0	runs_deep/SRR26715166/n3.always.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	3	always	4556	750	375	2145042	0.944	442880	2620000	yes	NA	not reported	500	1	1200	2491	0.53	no	0:00.86	235808	0	runs_deep/SRR26715166/n3.always.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	never	7	750	375	404658	0.178	39460	1850000	no	NA	NA	NA	NA	NA	1869	2.40	no	0:01.11	152580	0	runs_deep/SRR26715166/n4.never.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	never	42	750	375	381700	0.168	41390	1570000	no	NA	NA	NA	NA	NA	1869	0.53	no	0:01.18	161328	0	runs_deep/SRR26715166/n4.never.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	never	4556	750	375	449203	0.198	39610	1750000	no	NA	NA	NA	NA	NA	1869	2.93	no	0:01.12	171308	0	runs_deep/SRR26715166/n4.never.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	auto	7	750	375	1861613	0.820	386990	2620000	yes	75.00	detected	500	1	1022	1869	0.53	yes	0:00.76	207484	0	runs_deep/SRR26715166/n4.auto.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	auto	42	750	375	1707820	0.752	419500	2350000	yes	82.00	detected	500	1	1014	1869	0.27	yes	0:00.75	204460	0	runs_deep/SRR26715166/n4.auto.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	auto	4556	750	375	1625238	0.715	390500	2330000	yes	81.00	detected	500	1	1027	1869	1.60	yes	0:00.75	190212	0	runs_deep/SRR26715166/n4.auto.s4556
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	always	7	750	375	1861613	0.820	386990	2620000	yes	NA	not reported	500	1	1022	1869	0.53	yes	0:00.72	221432	0	runs_deep/SRR26715166/n4.always.s7
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	always	42	750	375	1707820	0.752	419500	2350000	yes	NA	not reported	500	1	1014	1869	0.27	yes	0:00.73	212072	0	runs_deep/SRR26715166/n4.always.s42
SRR26715166	outlier	OXFORD_NANOPORE	2271523	4	always	4556	750	375	1625238	0.715	390500	2330000	yes	NA	not reported	500	1	1027	1869	1.60	yes	0:00.76	224836	0	runs_deep/SRR26715166/n4.always.s4556
SRR8618952	control	PACBIO_SMRT	4907789	1	never	7	1500	750	5333552	1.087	2560000	6910000	no	NA	NA	NA	NA	NA	136128	8.00	no	0:03.94	195996	0	runs/SRR8618952/n1.never.s7
SRR8618952	control	PACBIO_SMRT	4907789	1	never	42	1500	750	5257900	1.071	1820000	7070000	no	NA	NA	NA	NA	NA	136128	10.67	no	0:04.08	200632	0	runs/SRR8618952/n1.never.s42
SRR8618952	control	PACBIO_SMRT	4907789	1	never	4556	1500	750	5081326	1.035	1740000	6700000	no	NA	NA	NA	NA	NA	136128	8.40	no	0:04.01	204664	0	runs/SRR8618952/n1.never.s4556
SRR8618952	control	PACBIO_SMRT	4907789	1	auto	7	1500	750	5333552	1.087	2560000	6910000	no	6.00	not detected	1291	NA	NA	136128	8.00	no	0:04.20	212956	0	runs/SRR8618952/n1.auto.s7
SRR8618952	control	PACBIO_SMRT	4907789	1	auto	42	1500	750	5257900	1.071	1820000	7070000	no	5.00	not detected	1344	NA	NA	136128	10.67	no	0:04.26	207204	0	runs/SRR8618952/n1.auto.s42
SRR8618952	control	PACBIO_SMRT	4907789	1	auto	4556	1500	750	5081326	1.035	1740000	6700000	no	6.00	not detected	1368	NA	NA	136128	8.40	no	0:04.22	235152	0	runs/SRR8618952/n1.auto.s4556
SRR8618952	control	PACBIO_SMRT	4907789	1	always	7	1500	750	5522200	1.125	2140000	6930000	yes	NA	not reported	1291	33	136055	136128	8.27	no	0:08.68	250352	0	runs/SRR8618952/n1.always.s7
SRR8618952	control	PACBIO_SMRT	4907789	1	always	42	1500	750	5380016	1.096	2000000	6920000	yes	NA	not reported	1344	33	136059	136128	8.27	no	0:08.97	237936	0	runs/SRR8618952/n1.always.s42
SRR8618952	control	PACBIO_SMRT	4907789	1	always	4556	1500	750	5166592	1.053	2310000	6760000	yes	NA	not reported	1368	33	136048	136128	11.07	no	0:08.77	232984	0	runs/SRR8618952/n1.always.s4556
SRR8618952	control	PACBIO_SMRT	4907789	9	never	7	1500	750	5224672	1.065	1850000	7240000	no	NA	NA	NA	NA	NA	15126	11.33	no	0:00.58	216544	0	runs/SRR8618952/n9.never.s7
SRR8618952	control	PACBIO_SMRT	4907789	9	never	42	1500	750	5457908	1.112	2340000	7260000	no	NA	NA	NA	NA	NA	15126	7.73	no	0:00.50	209776	0	runs/SRR8618952/n9.never.s42
SRR8618952	control	PACBIO_SMRT	4907789	9	never	4556	1500	750	4949321	1.008	1810000	6650000	no	NA	NA	NA	NA	NA	15126	10.80	no	0:00.46	188812	0	runs/SRR8618952/n9.never.s4556
SRR8618952	control	PACBIO_SMRT	4907789	9	auto	7	1500	750	5224672	1.065	1850000	7240000	no	4.00	not detected	500	NA	NA	15126	11.33	no	0:00.64	231160	0	runs/SRR8618952/n9.auto.s7
SRR8618952	control	PACBIO_SMRT	4907789	9	auto	42	1500	750	5457908	1.112	2340000	7260000	no	4.00	not detected	500	NA	NA	15126	7.73	no	0:00.64	203256	0	runs/SRR8618952/n9.auto.s42
SRR8618952	control	PACBIO_SMRT	4907789	9	auto	4556	1500	750	4949321	1.008	1810000	6650000	no	4.00	not detected	500	NA	NA	15126	10.80	no	0:00.56	200448	0	runs/SRR8618952/n9.auto.s4556
SRR8618952	control	PACBIO_SMRT	4907789	9	always	7	1500	750	5202155	1.060	2330000	6990000	yes	NA	not reported	500	4	15125	15126	8.00	no	0:01.66	261448	0	runs/SRR8618952/n9.always.s7
SRR8618952	control	PACBIO_SMRT	4907789	9	always	42	1500	750	5183298	1.056	2320000	6800000	yes	NA	not reported	500	4	15122	15126	7.73	no	0:01.28	249136	0	runs/SRR8618952/n9.always.s42
SRR8618952	control	PACBIO_SMRT	4907789	9	always	4556	1500	750	5385580	1.097	2260000	6810000	yes	NA	not reported	500	4	15121	15126	8.53	no	0:01.39	241892	0	runs/SRR8618952/n9.always.s4556
SRR8618952	control	PACBIO_SMRT	4907789	18	never	7	1500	750	5574251	1.136	2210000	7360000	no	NA	NA	NA	NA	NA	7563	9.47	no	0:00.46	187396	0	runs/SRR8618952/n18.never.s7
SRR8618952	control	PACBIO_SMRT	4907789	18	never	42	1500	750	5423138	1.105	1970000	6910000	no	NA	NA	NA	NA	NA	7563	9.87	no	0:00.49	197896	0	runs/SRR8618952/n18.never.s42
SRR8618952	control	PACBIO_SMRT	4907789	18	never	4556	1500	750	5187302	1.057	1930000	6580000	no	NA	NA	NA	NA	NA	7563	10.67	no	0:00.56	191840	0	runs/SRR8618952/n18.never.s4556
SRR8618952	control	PACBIO_SMRT	4907789	18	auto	7	1500	750	5574251	1.136	2210000	7360000	no	4.00	not detected	500	NA	NA	7563	9.47	no	0:00.61	209932	0	runs/SRR8618952/n18.auto.s7
SRR8618952	control	PACBIO_SMRT	4907789	18	auto	42	1500	750	5423138	1.105	1970000	6910000	no	4.00	not detected	500	NA	NA	7563	9.87	no	0:00.53	194172	0	runs/SRR8618952/n18.auto.s42
SRR8618952	control	PACBIO_SMRT	4907789	18	auto	4556	1500	750	5187302	1.057	1930000	6580000	no	4.00	not detected	500	NA	NA	7563	10.67	no	0:00.63	198844	0	runs/SRR8618952/n18.auto.s4556
SRR8618952	control	PACBIO_SMRT	4907789	18	always	7	1500	750	5017062	1.022	1900000	6730000	yes	NA	not reported	500	2	7561	7563	9.47	no	0:01.11	254816	0	runs/SRR8618952/n18.always.s7
SRR8618952	control	PACBIO_SMRT	4907789	18	always	42	1500	750	5568948	1.135	2010000	7110000	yes	NA	not reported	500	2	7559	7563	11.60	no	0:01.00	256056	0	runs/SRR8618952/n18.always.s42
SRR8618952	control	PACBIO_SMRT	4907789	18	always	4556	1500	750	5601458	1.141	2160000	7290000	yes	NA	not reported	500	2	7562	7563	9.60	no	0:00.98	250196	0	runs/SRR8618952/n18.always.s4556
SRR8618952	control	PACBIO_SMRT	4907789	27	never	7	1500	750	5187030	1.057	2010000	6600000	no	NA	NA	NA	NA	NA	5042	8.80	no	0:00.49	211528	0	runs/SRR8618952/n27.never.s7
SRR8618952	control	PACBIO_SMRT	4907789	27	never	42	1500	750	5698458	1.161	2230000	7130000	no	NA	NA	NA	NA	NA	5042	7.07	no	0:00.48	184204	0	runs/SRR8618952/n27.never.s42
SRR8618952	control	PACBIO_SMRT	4907789	27	never	4556	1500	750	5184946	1.056	2300000	6680000	no	NA	NA	NA	NA	NA	5042	10.27	no	0:00.47	187844	0	runs/SRR8618952/n27.never.s4556
SRR8618952	control	PACBIO_SMRT	4907789	27	auto	7	1500	750	5187030	1.057	2010000	6600000	no	4.00	not detected	500	NA	NA	5042	8.80	no	0:00.61	208036	0	runs/SRR8618952/n27.auto.s7
SRR8618952	control	PACBIO_SMRT	4907789	27	auto	42	1500	750	5698458	1.161	2230000	7130000	no	4.00	not detected	500	NA	NA	5042	7.07	no	0:00.61	210924	0	runs/SRR8618952/n27.auto.s42
SRR8618952	control	PACBIO_SMRT	4907789	27	auto	4556	1500	750	5184946	1.056	2300000	6680000	no	4.00	not detected	500	NA	NA	5042	10.27	no	0:00.54	216152	0	runs/SRR8618952/n27.auto.s4556
SRR8618952	control	PACBIO_SMRT	4907789	27	always	7	1500	750	5237532	1.067	2060000	6970000	yes	NA	not reported	500	2	5042	5042	9.20	no	0:00.91	243952	0	runs/SRR8618952/n27.always.s7
SRR8618952	control	PACBIO_SMRT	4907789	27	always	42	1500	750	5187200	1.057	2220000	7200000	yes	NA	not reported	500	2	5042	5042	10.80	no	0:00.88	259916	0	runs/SRR8618952/n27.always.s42
SRR8618952	control	PACBIO_SMRT	4907789	27	always	4556	1500	750	5302854	1.080	2180000	6950000	yes	NA	not reported	500	2	5042	5042	10.13	no	0:00.86	267168	0	runs/SRR8618952/n27.always.s4556
SRR8618952	control	PACBIO_SMRT	4907789	45	never	7	1500	750	5042997	1.028	2140000	6500000	no	NA	NA	NA	NA	NA	3026	8.93	no	0:00.48	194836	0	runs/SRR8618952/n45.never.s7
SRR8618952	control	PACBIO_SMRT	4907789	45	never	42	1500	750	5214394	1.062	2220000	6690000	no	NA	NA	NA	NA	NA	3026	10.00	no	0:00.58	188996	0	runs/SRR8618952/n45.never.s42
SRR8618952	control	PACBIO_SMRT	4907789	45	never	4556	1500	750	5247812	1.069	2210000	7100000	no	NA	NA	NA	NA	NA	3026	10.27	no	0:00.51	195304	0	runs/SRR8618952/n45.never.s4556
SRR8618952	control	PACBIO_SMRT	4907789	45	auto	7	1500	750	5042997	1.028	2140000	6500000	no	4.00	not detected	500	NA	NA	3026	8.93	no	0:00.71	217808	0	runs/SRR8618952/n45.auto.s7
SRR8618952	control	PACBIO_SMRT	4907789	45	auto	42	1500	750	5214394	1.062	2220000	6690000	no	4.00	not detected	500	NA	NA	3026	10.00	no	0:00.57	208832	0	runs/SRR8618952/n45.auto.s42
SRR8618952	control	PACBIO_SMRT	4907789	45	auto	4556	1500	750	5247812	1.069	2210000	7100000	no	4.00	not detected	500	NA	NA	3026	10.27	no	0:00.70	225228	0	runs/SRR8618952/n45.auto.s4556
SRR8618952	control	PACBIO_SMRT	4907789	45	always	7	1500	750	5131002	1.045	2080000	6750000	yes	NA	not reported	500	1	3026	3026	12.93	no	0:00.94	255444	0	runs/SRR8618952/n45.always.s7
SRR8618952	control	PACBIO_SMRT	4907789	45	always	42	1500	750	5543334	1.129	2210000	7010000	yes	NA	not reported	500	1	3026	3026	8.67	no	0:00.85	241356	0	runs/SRR8618952/n45.always.s42
SRR8618952	control	PACBIO_SMRT	4907789	45	always	4556	1500	750	5431362	1.107	2500000	7030000	yes	NA	not reported	500	1	3026	3026	8.67	no	0:00.92	243828	0	runs/SRR8618952/n45.always.s4556
SRR8618952	control	PACBIO_SMRT	4907789	54	never	7	1500	750	5254524	1.071	2400000	6660000	no	NA	NA	NA	NA	NA	2521	10.67	no	0:00.55	201064	0	runs/SRR8618952/n54.never.s7
SRR8618952	control	PACBIO_SMRT	4907789	54	never	42	1500	750	4915877	1.002	2050000	6590000	no	NA	NA	NA	NA	NA	2521	10.13	no	0:00.55	201596	0	runs/SRR8618952/n54.never.s42
SRR8618952	control	PACBIO_SMRT	4907789	54	never	4556	1500	750	5261684	1.072	2110000	6920000	no	NA	NA	NA	NA	NA	2521	10.00	no	0:00.58	203796	0	runs/SRR8618952/n54.never.s4556
SRR8618952	control	PACBIO_SMRT	4907789	54	auto	7	1500	750	5254524	1.071	2400000	6660000	no	4.00	not detected	500	NA	NA	2521	10.67	no	0:00.62	217864	0	runs/SRR8618952/n54.auto.s7
SRR8618952	control	PACBIO_SMRT	4907789	54	auto	42	1500	750	4915877	1.002	2050000	6590000	no	4.00	not detected	500	NA	NA	2521	10.13	no	0:00.71	209296	0	runs/SRR8618952/n54.auto.s42
SRR8618952	control	PACBIO_SMRT	4907789	54	auto	4556	1500	750	5261684	1.072	2110000	6920000	no	4.00	not detected	500	NA	NA	2521	10.00	no	0:00.63	219564	0	runs/SRR8618952/n54.auto.s4556
SRR8618952	control	PACBIO_SMRT	4907789	54	always	7	1500	750	4996720	1.018	2090000	6890000	yes	NA	not reported	500	1	2521	2521	9.47	no	0:00.71	233032	0	runs/SRR8618952/n54.always.s7
SRR8618952	control	PACBIO_SMRT	4907789	54	always	42	1500	750	5273827	1.075	2410000	6690000	yes	NA	not reported	500	1	2521	2521	10.27	no	0:00.85	249808	0	runs/SRR8618952/n54.always.s42
SRR8618952	control	PACBIO_SMRT	4907789	54	always	4556	1500	750	5333130	1.087	2160000	6970000	yes	NA	not reported	500	1	2521	2521	9.87	no	0:00.69	234040	0	runs/SRR8618952/n54.always.s4556
